food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
IND_HENRY2021_686,Uzhunnuvada,Uzhunnuvada,Other,portion,100,100,100,0.5,21.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 172 g provides 50 g available carbs (table page 23).",4.17,4.17,4.17,Low,0.92,19.400000000000002,Computed carbs per 100 g using study portion: 50 g available carbs in 172 g portion. GI variability (SEM/SD) not reported in row.
T2_0120,Vada Pav,Vada pav (normalized to 100 g),Snacks,portion,100,100,100,0.5,78.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,78.0,78.0,78.0,High,0.78,100.0,Bread + potato vada; recipe-based.
WEST_IN_0259,Vanilla Cake,Vanilla Cake,Western foods (India) - Desserts,portion,100,100,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.98,40.98,41.6,High,0.68,60.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
T1_0831,Vanilla Made from Powder and Whole Milk,"Vanilla, made from powder and whole milk",Dairy,portion,100,100,100,0.9,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.92,6.4,Normalized to 100g from table serving 100g with 16g available carbs and GL 6.
T3_0024,Veg Biryani,Veg biryani (home-style),Mixed meals,portion,100,100,100,0.75,63.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.05,6.05,6.05,Low,0.68,9.6,Rice-dominant; recipe-based.
T4_0033,Veg Cutlet,Veg cutlet,Snacks,portion,100,100,100,0.5,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,70.0,70.0,70.0,High,0.55,100.0,Fried potato mix.
T2_0105,Veg Etable Khichdi,Vegetable khichdi,Mixed meals,portion,100,100,100,0.75,50.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,4.44,4.44,4.44,Low,0.78,8.88888888888889,Veg lowers carb density; recipe-based.
T3_0044,Veg Etable Pulao with Raita,Vegetable pulao + raita,Mixed meals,portion,100,100,100,0.75,58.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,5.1,5.1,5.1,Low,0.66,8.799999999999999,Raita lowers overall GI slightly.
T3_0067,Veg Etable Upma,Vegetable upma (millet),Mixed meals,portion,100,100,100,0.75,55.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.11,7.26,6.11,Low,0.66,11.11111111111111,Millet-based upma; recipe-based.
T4_0020,Veg Fried Rice,Veg fried rice,Mixed meals,portion,100,100,100,0.75,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.28,7.28,7.28,Low,0.55,10.4,Rice stir-fry.
T4_0077,Veg Kebab,Veg kebab,Mixed meals,portion,100,100,100,0.5,-1.0,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0.0,0.0,0.0,Low,0.55,8.0,"Veg + binders. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g)."
T4_0005,Veg Kofta Curry,Veg kofta curry,Mixed meals,portion,100,100,100,0.7,58.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.73,6.38,7.73,Low,0.55,13.333333333333334,Fried kofta + gravy.
T4_0010,Veg Momos,Veg momos,Snacks,portion,100,100,100,0.5,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,52.8,52.8,52.8,High,0.56,88.0,Dough + filling; restaurant variability.
WEST_IN_0234,Veg Nuggets,Veg Nuggets,Western foods (India) - Sides,portion,100,100,100,0.5,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,7.05,8.1,7.05,Low,0.75,10.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nuggets.
T4_0023,Veg Pizza,Veg pizza (Indian style),Mixed meals,portion,100,100,100,0.7,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,13.0,13.0,13.0,Medium,0.55,20.0,Refined base + sauce.
T4_0090,Veg Popcorn,Veg popcorn,Snacks,portion,100,100,100,0.7,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,60.67,60.67,60.67,High,0.55,86.66666666666667,Breaded veg.
T4_0031,Veg Puff,Veg puff,Snacks,portion,100,100,100,0.5,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,75.0,75.0,75.0,High,0.54,100.0,Puff pastry.
T4_0082,Veg Soup,Veg soup (thickened),Mixed meals,portion,100,100,100,0.5,45.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.4,2.02,2.4,Low,0.56,5.333333333333334,Cornflour thickening.
T4_0013,Veg Spring,Veg spring,Snacks,portion,100,100,100,0.5,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,65.0,65.0,65.0,High,0.55,100.0,Fried wrapper; variable.
NONIND_0656,And,Wandu(Madewith25%Soyflourand75%,Non-Indian reference food,portion,100,100,100,0.5,43.0,Henry et al. GI tables (non-Indian cohort),0.5,0.5,0.6,Low,0.88,0.8,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0657,And with Veg Etable Curry,Wanduwithvegetablecurry,Non-Indian reference food,portion,100,100,100,0.7,36.5,Henry et al. GI tables (non-Indian cohort),2.73,3.7,2.73,Low,0.88,7.466666666666666,Original country: SriLanka. Renamed generically for Indian audience.
WEST_IN_0260,Waffle,Waffle,Western foods (India) - Desserts,portion,100,100,100,0.55,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,44.1,44.1,44.1,High,0.68,64.28571428571429,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: waffle.
WEST_IN_0261,Walnut Brownie,Walnut Brownie,Western foods (India) - Desserts,portion,100,100,100,0.8,67.7,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,50.78,50.78,50.78,High,0.68,75.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: brownie.
NONIND_0779,Wannanah,Wannanah,Non-Indian reference food,portion,100,100,100,0.5,50.9,Henry et al. GI tables (non-Indian cohort),25.11,25.11,25.11,High,0.88,49.333333333333336,Original country: SaudiArabia. Renamed generically for Indian audience.
IND_HENRY2021_612,Water Melon,Watermelon,Fruits,portion,100,100,100,0.6,37.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.9,1.75,2.05,Low,0.92,3.3333333333333335,Computed carbs per 100 g using study portion: 6 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.
T4_0107,Wedding Meal,Wedding meal (Indian),Mixed meals,portion,100,100,100,0.5,68.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,14.51,14.51,14.51,Medium,0.5,21.333333333333336,Extremely variable.
T1_0153,Wheat and Rye Bread,Wheat and rye bread (75% wheat flour +,Grains & staples,portion,100,100,100,0.9,40.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #153",40.0,40.0,40.0,High,0.92,100.0,Normalized to 100g from table serving 30g with 14g available carbs and GL 6.
T1_0115,Wheat Barley Bread,"Barley flour bread, made from 50% wheat flour and",Grains & staples,portion,100,100,100,0.9,74.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #115",74.0,74.0,74.0,High,0.92,100.0,Normalized to 100g from table serving 30g with 16g available carbs and GL 12.
NONIND_0142,Wheat Bread,Wheatbread,Non-Indian reference food,portion,100,100,100,0.9,77.8,Henry et al. GI tables (non-Indian cohort),77.8,77.8,77.8,High,0.88,100.0,Original country: Thailand. Renamed generically for Indian audience.
T1_0291,Wheat Bread Einkorn Wheat,"Wheat bread, Einkorn (Triticum monococcum) wheat",Grains & staples,portion,100,100,100,0.9,71.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #291",71.0,71.0,71.0,High,0.92,100.0,Normalized to 100g from table serving 30g with 12g available carbs and GL 8.
NONIND_0689,Wheat Flour Bread,Wheatflourbread,Non-Indian reference food,portion,100,100,100,0.9,68.6,Henry et al. GI tables (non-Indian cohort),68.6,68.6,68.6,High,0.88,100.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0188,Wheat Flour Cookie,Wheatflourcookies(With0%Whole-,Non-Indian reference food,portion,100,100,100,0.75,52.1,Henry et al. GI tables (non-Indian cohort),52.1,52.1,52.1,High,0.88,100.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0033,Wheat Flour Muffin,Wheatflourmuffin,Non-Indian reference food,portion,100,100,100,0.5,74.4,Henry et al. GI tables (non-Indian cohort),19.69,19.69,19.69,Medium,0.88,26.466666666666665,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0187,Wheat Flour Noodles,Wheatflournoodles,Non-Indian reference food,portion,100,100,100,0.7,69.5,Henry et al. GI tables (non-Indian cohort),5.56,5.56,5.56,Low,0.88,8.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0586,Wheat Flour Pittu,Wheatflourpittu,Non-Indian reference food,portion,100,100,100,0.5,101.0,Henry et al. GI tables (non-Indian cohort),26.93,26.93,26.93,High,0.88,26.666666666666668,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0582,Wheat Flour Roti,Wheatflourroti,Non-Indian reference food,portion,100,100,100,0.8,72.0,Henry et al. GI tables (non-Indian cohort),48.0,48.0,48.0,High,0.88,66.66666666666666,Original country: SriLanka. Renamed generically for Indian audience.
T1_0609,Wheat Whole Kernels,"Wheat, whole kernels (Triticum aestivum) (India)14",Grains & staples,portion,100,100,100,0.55,30.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #609",15.2,15.2,15.2,Medium,0.92,50.66666666666667,Normalized to 100g from table serving 50g with 38g available carbs and GL 11.
IND_HENRY2021_662,Wheatbiscuits,Wheatbiscuits,Grains & staples,portion,100,100,100,0.55,57.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 75 g provides 50 g available carbs (table page 22).",25.35,25.35,25.35,High,0.9,44.46666666666667,Computed carbs per 100 g using study portion: 50 g available carbs in 75 g portion. GI SEM/SD reported: 11.4.
IND_HENRY2021_673,Wheatchapatti,Wheatchapatti,Grains & staples,portion,100,100,100,0.55,48.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h participants; portion 72.05 g provides 50 g available carbs (table page 23).",22.39,22.39,22.39,High,0.9,46.26666666666667,Computed carbs per 100 g using study portion: 50 g available carbs in 72.05 g portion. GI SEM/SD reported: 20.59.
IND_HENRY2021_674,Wheatchapatti Enriched with Carrotpowder,Wheatchapattienriched with carrotpowder,Grains & staples,portion,100,100,100,0.55,53.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h 15%carrotpowder participants; portion 72.22 g provides 50 g available carbs (table page 23).",24.68,24.68,24.68,High,0.9,46.13333333333334,Computed carbs per 100 g using study portion: 50 g available carbs in 72.22 g portion. GI SEM/SD reported: 16.91.
IND_HENRY2021_658,Wheat Coarse Semolina Upma,Wheatcoarsesemolinaupma,Grains & staples,portion,100,100,100,0.75,58.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 232 g provides 50 g available carbs (table page 22).",6.96,6.96,6.96,Low,0.9,12.000000000000002,Computed carbs per 100 g using study portion: 50 g available carbs in 232 g portion. GI SEM/SD reported: 6.85.
NONIND_0215,Wheatcrackers,Wheatcrackers,Non-Indian reference food,portion,100,100,100,0.5,78.1,Henry et al. GI tables (non-Indian cohort),10.41,10.41,10.41,Medium,0.88,13.333333333333334,Original country: Indonesia. Renamed generically for Indian audience.
IND_HENRY2021_659,Wheat Fine Semolina Upma,Wheatfinesemolinaupma,Grains & staples,portion,100,100,100,0.75,67.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 252 g provides 50 g available carbs (table page 22).",7.37,7.37,7.37,Low,0.9,11.0,Computed carbs per 100 g using study portion: 50 g available carbs in 252 g portion. GI SEM/SD reported: 10.8.
NONIND_0421,Wheat Noodle,Wheatnoodle(Dried),Non-Indian reference food,portion,100,100,100,0.7,46.0,Henry et al. GI tables (non-Indian cohort),3.68,3.68,3.68,Low,0.88,8.0,Original country: China. Renamed generically for Indian audience.
NONIND_0417,Wheatpan Cake,Wheatpancake,Non-Indian reference food,portion,100,100,100,0.75,79.6,Henry et al. GI tables (non-Indian cohort),19.9,19.9,19.9,Medium,0.88,25.0,Original country: China. Renamed generically for Indian audience.
NONIND_0394,Wheatpan Cake,Wheatpancakes,Non-Indian reference food,portion,100,100,100,0.75,57.0,Henry et al. GI tables (non-Indian cohort),34.63,34.63,34.63,High,0.88,60.75000000000001,Original country: Korea. Renamed generically for Indian audience.
IND_HENRY2021_661,Wheat Pasta,Wheatpasta,Grains & staples,portion,100,100,100,0.7,72.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 330 g provides 50 g available carbs (table page 22).",4.38,4.38,4.38,Low,0.92,6.08,Computed carbs per 100 g using study portion: 50 g available carbs in 330 g portion. GI SEM/SD reported: 6.51.
IND_HENRY2021_657,Wheat Roti,Wheatroti,Grains & staples,portion,100,100,100,0.8,64.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 119 g provides 50 g available carbs (table page 22).",64.0,64.0,64.0,High,0.92,100.0,Computed carbs per 100 g using study portion: 50 g available carbs in 119 g portion. GI SEM/SD reported: 9.24.
NONIND_0128,Wheyproteindrink,Wheyproteindrink(Mesotropinplatinum,Non-Indian reference food,portion,100,100,100,0.5,-2.0,Henry et al. GI tables (non-Indian cohort),-1.0,-1.0,-1.0,NA,0.88,13.333333333333334,Original country: Malaysia. Renamed generically for Indian audience.
T1_0215,White Bread,white bread (sandwich) (Sandwich) (80% Wheat Flour + 20% Chickpea Flour),Grains & staples,portion,100,100,100,0.9,79.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #215",79.0,79.0,79.0,High,0.92,100.0,Normalized to 100g from table serving 30g with 12g available carbs and GL 9.
NONIND_0031,White Bread Gardeniabr and,Whitebread—Gardeniabrand,Non-Indian reference food,portion,100,100,100,0.9,83.0,Henry et al. GI tables (non-Indian cohort),83.0,83.0,83.0,High,0.88,100.0,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0032,White Bread Gardeniabr and with Essenceof,Whitebread—Gardeniabrandwithessenceof,Non-Indian reference food,portion,100,100,100,0.9,56.9,Henry et al. GI tables (non-Indian cohort),56.9,56.9,56.9,High,0.88,100.0,Original country: Singapore. Renamed generically for Indian audience.
