food_id,canonical_name,canonical_name_original,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
IND_HENRY2021_651,Jowar Multigrain Roti,Sorghummultigrainroti,Breads & fermented,68.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 119 g provides 50 g available carbs (table page 22).",28.6,25.74,31.46,High,0.9,100,42.0,Computed carbs per 100 g using study portion: 50 g available carbs in 119 g portion. GI SEM/SD reported: 8.63.
IND_HENRY2021_655,Sorghumpasta,Sorghumpasta,Other,46.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 330 g provides 50 g available carbs (table page 22).",7.0,6.3,7.7,Low,0.9,100,15.2,Computed carbs per 100 g using study portion: 50 g available carbs in 330 g portion. GI SEM/SD reported: 6.47.
NONIND_0119,Sorghumsugar,Sorghumsugar,Non-Indian reference food,60.0,Henry et al. GI tables (non-Indian cohort),55.1,49.6,60.7,High,0.88,100,91.9,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0272,Sotanghon,Sotanghon(Plain Wheat Noodles),Non-Indian reference food,60.0,Henry et al. GI tables (non-Indian cohort),50.8,45.8,55.9,High,0.88,100,84.7,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0165,Soy Bean,Soybean(Glycinemaxmerr.),Non-Indian reference food,31.0,Henry et al. GI tables (non-Indian cohort),5.6,5.1,6.2,Low,0.88,100,18.1,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0314,Soy Bean Paste Soup and Rice,Soybeanpastesoup(Misoshiru)Andrice,Non-Indian reference food,74.0,Henry et al. GI tables (non-Indian cohort),23.2,20.9,25.5,High,0.88,100,31.3,Original country: Japan. Renamed generically for Indian audience.
NONIND_0316,Spaghetti,Spaghetti,Non-Indian reference food,56.0,Henry et al. GI tables (non-Indian cohort),21.5,19.3,23.6,High,0.88,100,38.3,Original country: Japan. Renamed generically for Indian audience.
WEST_IN_0213,Spaghetti Tomato Sauce,Spaghetti Tomato Sauce,Western foods (India) - Pasta,42.0,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,12.6,9.7,15.5,Medium,0.78,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_red.
T1_0170,Spelt Wheat Kernel Bread,spelt wheat kernel bread (Slovenia)12,Grains & staples,67.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #170",50.0,46.0,54.0,High,0.92,100,73.33,Normalized to 100g from table serving 30g with 22g available carbs and GL 15.
NONIND_0347,Sponge Cake,Spongecake(Castilla),Non-Indian reference food,64.0,Henry et al. GI tables (non-Indian cohort),39.9,35.9,43.9,High,0.88,100,62.4,Original country: Japan. Renamed generically for Indian audience.
T4_0127,Sports Drink,Sports drink,Beverages,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.2,2.18,6.22,Low,0.52,100,6.0,Dilute sugar solution.
NONIND_0538,Springroll,Springroll,Non-Indian reference food,50.0,Henry et al. GI tables (non-Indian cohort),21.9,19.7,24.1,High,0.88,100,43.9,Original country: Hong. Renamed generically for Indian audience.
T2_0089,Sprouted Chana,Sprouted chana (steamed),Snacks,30.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,3.0,2.52,3.48,Low,0.84,100,10.0,Sprouts; moderate carbs.
T2_0088,Sprouted Moong,Sprouted moong (steamed),Snacks,25.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,1.5,1.26,1.74,Low,0.84,100,6.0,Low carb per 100g; GL low.
NONIND_0294,Squash,Squash(Veg),Non-Indian reference food,44.0,Henry et al. GI tables (non-Indian cohort),2.8,2.5,3.1,Low,0.88,100,6.4,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0217,St and Ard Cookie S,Standardcookies,Non-Indian reference food,36.8,Henry et al. GI tables (non-Indian cohort),20.0,18.0,22.0,High,0.88,100,54.3,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0176,St and Arddonut,Standarddonut,Non-Indian reference food,72.0,Henry et al. GI tables (non-Indian cohort),30.0,27.0,33.0,High,0.88,100,41.7,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0189,St and Ardwheatbiscuit,Standardwheatbiscuit(Withagar-Agarand,Non-Indian reference food,52.1,Henry et al. GI tables (non-Indian cohort),10.4,9.4,11.5,Medium,0.88,100,20.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0411,Sticky Rice,Stickyrice(Higheramylose),Non-Indian reference food,50.0,Henry et al. GI tables (non-Indian cohort),10.0,9.0,11.0,Medium,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
NONIND_0520,Sticky Rice Wrappedinlotusleaf,Stickyricewrappedinlotusleaf,Non-Indian reference food,83.0,Henry et al. GI tables (non-Indian cohort),24.9,22.4,27.3,High,0.88,100,29.9,Original country: Hong. Renamed generically for Indian audience.
T1_0872,Strawberry Banana Frozen Yoghurt,Strawberry Banana frozen yoghurt,Fruits,55.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #872",8.8,8.1,9.5,Low,0.92,100,16.0,Normalized to 100g from table serving 125g with 20g available carbs and GL 11.
T4_0112,Street Style Fried Rice,Street-style fried rice,Mixed meals,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,9.46,26.94,Medium,0.52,100,26.0,Rice; variable oil.
NONIND_0619,Stringhopper,‘Stringhopper’(Fromcerealflour),Non-Indian reference food,50.0,Henry et al. GI tables (non-Indian cohort),18.8,16.9,20.6,Medium,0.88,100,37.5,Original country: SriLanka. Renamed generically for Indian audience.
WEST_IN_0275,Sub S and Wich Bbq Chicken,Sub Sandwich BBQ Chicken,Western foods (India) - Subs,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,19.3,14.6,24.0,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_chicken.
WEST_IN_0277,Sub S and Wich Cheese,Sub Sandwich Cheese,Western foods (India) - Subs,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.7,17.2,28.2,High,0.74,100,32.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_veg.
WEST_IN_0279,Sub S and Wich Chicken,Sub Sandwich Chicken,Western foods (India) - Subs,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,19.3,14.6,24.0,Medium,0.74,100,28.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sub_chicken.
NONIND_0122,Sugarcanegranules,Sugarcanegranules,Non-Indian reference food,68.0,Henry et al. GI tables (non-Indian cohort),67.5,60.7,74.2,High,0.88,100,99.2,Original country: Malaysia. Renamed generically for Indian audience.
T2_0057,Suji Upma,Suji upma (vegetable),Mixed meals,62.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,13.64,11.46,15.82,Medium,0.84,100,22.0,Vegetables reduce carb density.
NONIND_0781,Sukkary,Sukkary,Non-Indian reference food,43.4,Henry et al. GI tables (non-Indian cohort),28.0,25.2,30.7,High,0.88,100,64.4,Original country: SaudiArabia. Renamed generically for Indian audience.
NONIND_0150,Sukun,Sukun(Artocarpuscommunisforst),Non-Indian reference food,90.0,Henry et al. GI tables (non-Indian cohort),19.8,17.8,21.8,Medium,0.88,100,22.0,Original country: Indonesia. Renamed generically for Indian audience.
T1_0110,Sunflower and Barley Bread,Sunflower and barley bread (Riga bakeries,Grains & staples,57.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #110",20.0,18.4,21.6,High,0.92,100,36.67,Normalized to 100g from table serving 30g with 11g available carbs and GL 6.
IND_HENRY2021_621,Surti Kolam,Surti Kolam (parboiledrice),Grains & staples,77.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 119; n=30 Healthy; ref food/time: Glucose/2h participants; portion 259 g provides 50 g available carbs (table page 21).",14.9,13.41,16.39,Medium,0.9,100,19.3,Computed carbs per 100 g using study portion: 50 g available carbs in 259 g portion. GI SEM/SD reported: 4.
NONIND_0169,Suwegoyek,Suwegoyek,Non-Indian reference food,42.0,Henry et al. GI tables (non-Indian cohort),32.5,29.3,35.8,High,0.88,100,77.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0172,Suwegtiwul,Suwegtiwul,Non-Indian reference food,40.0,Henry et al. GI tables (non-Indian cohort),29.5,26.6,32.5,High,0.88,100,73.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0415,Sweet Corn,Sweetcorn(Cooked),Non-Indian reference food,55.0,Henry et al. GI tables (non-Indian cohort),11.0,9.9,12.1,Medium,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
T1_0502,Sweet Corn on The Cob Boiled,"Sweet corn, on the cob, boiled",Grains & staples,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #502",9.33,8.58,10.08,Low,0.92,100,20.0,Normalized to 100g from table serving 150g with 30g available carbs and GL 14.
T4_0083,Sweet Corn Soup,Sweet corn soup,Mixed meals,55.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,5.5,3.08,7.92,Low,0.56,100,10.0,Corn starch.
NONIND_0064,Sweet Potato,Sweetpotato(Ipomoeabatatas),Non-Indian reference food,77.0,Henry et al. GI tables (non-Indian cohort),23.8,21.4,26.1,High,0.88,100,30.9,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0558,Sweet Potato Baked,"Sweetpotato,Baked",Non-Indian reference food,94.0,Henry et al. GI tables (non-Indian cohort),28.0,25.2,30.8,High,0.88,100,29.8,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0556,Sweet Potato Boiled,"Sweetpotato,Boiled",Non-Indian reference food,46.0,Henry et al. GI tables (non-Indian cohort),9.8,8.8,10.8,Low,0.88,100,21.3,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0559,Sweet Potato Fried,"Sweetpotato,Fried",Non-Indian reference food,76.0,Henry et al. GI tables (non-Indian cohort),22.6,20.4,24.9,High,0.88,100,29.8,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0557,Sweet Potato Roasted,"Sweetpotato,Roasted",Non-Indian reference food,82.0,Henry et al. GI tables (non-Indian cohort),24.4,22.0,26.9,High,0.88,100,29.8,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0387,Sweet Potato Starch Sevai,Sweetpotatostarchvermicelli,Non-Indian reference food,60.0,Henry et al. GI tables (non-Indian cohort),52.8,47.5,58.1,High,0.88,100,88.0,Original country: Korea. Renamed generically for Indian audience.
NONIND_0554,Sweet Yam Boiled,"Sweetyam,Boiled",Non-Indian reference food,79.0,Henry et al. GI tables (non-Indian cohort),13.3,11.9,14.6,Medium,0.88,100,16.8,Original country: WestIndia. Renamed generically for Indian audience.
NONIND_0555,Sweet Yam Roasted,"Sweetyam,Roasted",Non-Indian reference food,82.0,Henry et al. GI tables (non-Indian cohort),21.3,19.2,23.4,High,0.88,100,26.0,Original country: WestIndia. Renamed generically for Indian audience.
T2_0042,T and Oori Roti,Tandoori roti (wheat),Breads & flatbreads,62.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,26.04,22.39,29.69,High,0.86,100,42.0,Similar to chapati; cooked in tandoor.
T4_0067,Tacos,"Tacos (veg, Indianized)",Mixed meals,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,18.2,10.01,26.39,Medium,0.55,100,28.0,Shells + fillings.
WEST_IN_0194,Tacos Chicken,Tacos Chicken,Western foods (India) - Wraps & Tex-Mex,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.0,11.2,18.8,Medium,0.71,100,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: taco.
WEST_IN_0195,Tacos Veg,Tacos Veg,Western foods (India) - Wraps & Tex-Mex,69.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.3,11.4,19.2,Medium,0.71,100,22.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: taco.
NONIND_0541,Taiwan Sevai,Taiwanvermicelli,Non-Indian reference food,68.0,Henry et al. GI tables (non-Indian cohort),62.5,56.3,68.8,High,0.88,100,91.9,Original country: HongKong. Renamed generically for Indian audience.
T2_0075,Tamarind Rice,Tamarind rice,Mixed meals,65.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,14.3,11.3,17.3,Medium,0.79,100,22.0,Seasoned rice; recipe-based.
NONIND_0369,Tangerine,Tangerine,Non-Indian reference food,50.4,Henry et al. GI tables (non-Indian cohort),25.2,22.7,27.7,High,0.88,100,50.0,Original country: Korea. Renamed generically for Indian audience.
IND_HENRY2021_687,Tapioca,Tapioca,Other,83.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Glucose/2h; ref food/time: participants; portion 135 g provides 50 g available carbs (table page 23).",31.0,28.52,33.48,High,0.92,100,37.0,Computed carbs per 100 g using study portion: 50 g available carbs in 135 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0479,Taro,Taro,Non-Indian reference food,69.0,Henry et al. GI tables (non-Indian cohort),13.8,12.4,15.2,Medium,0.88,100,20.0,"Original country: Taiwan,China. Renamed generically for Indian audience."
T3_0134,Tea,"Tea (chai, with sugar)",Beverages,65.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.5,4.55,8.45,Low,0.7,100,10.0,Sugar-sweetened chai; estimate.
T3_0140,Tender Coconut Water,Tender coconut water,Beverages,45.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,1.8,1.26,2.34,Low,0.7,100,4.0,Low carbs per 100g.
NONIND_0135,Thail and Chiangbrown Rice Cookedin,Thailandchiangbrownrice—Cookedin,Non-Indian reference food,65.0,Henry et al. GI tables (non-Indian cohort),18.1,16.3,19.9,Medium,0.88,100,27.8,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0130,Thail and Chiangbrown Rice Pressurecooked,Thailandchiangbrownrice—Pressurecooked,Non-Indian reference food,58.0,Henry et al. GI tables (non-Indian cohort),15.7,14.2,17.3,Medium,0.88,100,27.1,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0137,Thail and Lepnokbrown Rice Cookedin,Thailandlepnokbrownrice—Cookedin,Non-Indian reference food,62.0,Henry et al. GI tables (non-Indian cohort),17.3,15.6,19.1,Medium,0.88,100,28.0,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0132,Thail and Lepnokbrown Rice Pressurecooked,Thailandlepnokbrownrice—Pressurecooked,Non-Indian reference food,59.0,Henry et al. GI tables (non-Indian cohort),16.3,14.7,17.9,Medium,0.88,100,27.6,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0131,Thail and Sungyodbrown Rice,Thailandsungyodbrownrice—,Non-Indian reference food,81.0,Henry et al. GI tables (non-Indian cohort),22.2,20.0,24.4,High,0.88,100,27.4,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0136,Thail and Sungyodbrown Rice Cookedin,Thailandsungyodbrownrice—Cookedin,Non-Indian reference food,72.0,Henry et al. GI tables (non-Indian cohort),19.9,17.9,21.9,Medium,0.88,100,27.6,Original country: Thailand. Renamed generically for Indian audience.
