food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,gl_median_portion,gl_min_portion,gl_max_portion,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
T4_0077,Veg Kebab,Veg kebab,Mixed meals,portion,105,150,195,0.5,-1,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0,0,0,Low,0.55,8,"Veg + binders. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g).",8,0,0,0,100,portion_100g,0,0,0,8,8,8
T4_0005,Veg Kofta Curry,Veg kofta curry,Mixed meals,katori,120,150,180,0.7,58,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.46,12.37,18.55,Medium,0.55,13.33333333,Fried kofta + gravy.,13.33333333,7.73,7.73,7.73,100,dal_katori_default,15.46,12.37,18.55,26.67,21.33,32
T4_0010,Veg Momos,Veg momos,Snacks,handful,15,25,35,0.5,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,52.8,52.8,52.8,High,0.56,88,Dough + filling; restaurant variability.,88,52.8,52.8,52.8,100,portion_100g,52.8,52.8,52.8,88,88,88
WEST_IN_0234,Veg Nuggets,Veg Nuggets,Western foods (India) - Sides,portion,105,150,195,0.5,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,7.05,7.05,7.05,Low,0.75,10,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nuggets.,10,7.05,7.05,7.05,100,portion_100g,7.05,7.05,7.05,10,10,10
T4_0023,Veg Pizza,Veg pizza (Indian style),Mixed meals,portion,105,150,195,0.7,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,13,13,13,Medium,0.55,20,Refined base + sauce.,20,13,13,13,100,portion_100g,13,13,13,20,20,20
T4_0090,Veg Popcorn,Veg popcorn,Snacks,packet,18,30,42,0.7,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,60.67,60.67,60.67,High,0.55,86.66666667,Breaded veg.,86.66666667,60.67,60.67,60.67,100,portion_100g,60.67,60.67,60.67,86.67,86.67,86.67
T4_0031,Veg Puff,Veg puff,Snacks,handful,15,25,35,0.5,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,75,75,75,High,0.54,100,Puff pastry.,100,75,75,75,100,portion_100g,75,75,75,100,100,100
T4_0082,Veg Soup,Veg soup (thickened),Mixed meals,portion,105,150,195,0.5,45,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.4,2.4,2.4,Low,0.56,5.333333333,Cornflour thickening.,5.333333333,2.4,2.4,2.4,100,portion_100g,2.4,2.4,2.4,5.33,5.33,5.33
T4_0013,Veg Spring,Veg spring,Snacks,handful,15,25,35,0.5,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,65,65,65,High,0.55,100,Fried wrapper; variable.,100,65,65,65,100,portion_100g,65,65,65,100,100,100
NONIND_0656,And,Wandu(Madewith25%Soyflourand75%,Non-Indian reference food,portion,105,150,195,0.5,43,Henry et al. GI tables (non-Indian cohort),0.34,0.34,0.34,Low,0.88,0.8,Original country: SriLanka. Renamed generically for Indian audience.,0.8,0.34,0.34,0.34,100,portion_100g,0.34,0.34,0.34,0.8,0.8,0.8
NONIND_0657,And with Veg Etable Curry,Wanduwithvegetablecurry,Non-Indian reference food,katori,120,150,180,0.7,36.5,Henry et al. GI tables (non-Indian cohort),5.46,4.37,6.55,Low,0.88,7.466666667,Original country: SriLanka. Renamed generically for Indian audience.,7.466666667,2.73,2.73,2.73,100,dal_katori_default,5.46,4.37,6.55,14.93,11.95,17.92
WEST_IN_0260,Waffle,Waffle,Western foods (India) - Desserts,piece,52,70,88,0.55,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,44.1,44.1,44.1,High,0.68,64.28571429,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: waffle.,64.28571429,44.1,44.1,44.1,100,portion_100g,44.1,44.1,44.1,64.29,64.29,64.29
WEST_IN_0261,Walnut Brownie,Walnut Brownie,Western foods (India) - Desserts,piece,45,60,75,0.8,67.7,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,50.78,50.78,50.78,High,0.68,75,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: brownie.,75,50.78,50.78,50.78,100,portion_100g,50.78,50.78,50.78,75,75,75
NONIND_0779,Wannanah,Wannanah,Non-Indian reference food,portion,105,150,195,0.5,50.9,Henry et al. GI tables (non-Indian cohort),25.11,25.11,25.11,High,0.88,49.33333333,Original country: SaudiArabia. Renamed generically for Indian audience.,49.33333333,25.11,25.11,25.11,100,portion_100g,25.11,25.11,25.11,49.33,49.33,49.33
IND_HENRY2021_612,Water Melon,Watermelon,Fruits,piece,112,150,188,0.6,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",2.46,2.46,2.46,Low,0.92,3.333333333,Computed carbs per 100 g using study portion: 6 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.,3.333333333,1.23,1.23,1.23,100,glass_200ml,2.46,2.46,2.46,6.67,6.67,6.67
T4_0107,Wedding Meal,Wedding meal (Indian),Mixed meals,portion,105,150,195,0.5,68,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,14.51,14.51,14.51,Medium,0.5,21.33333333,Extremely variable.,21.33333333,14.51,14.51,14.51,100,portion_100g,14.51,14.51,14.51,21.33,21.33,21.33
T1_0153,Wheat and Rye Bread,Wheat and rye bread (75% wheat flour +,Grains & staples,slice,20,25,30,0.9,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #153",40,40,40,High,0.92,100,Normalized to 100g from table serving 30g with 14g available carbs and GL 6.,100,40,40,40,100,portion_100g,40,40,40,100,100,100
T1_0115,Wheat Barley Bread,"Barley flour bread, made from 50% wheat flour and",Grains & staples,slice,20,25,30,0.9,74,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #115",74,74,74,High,0.92,100,Normalized to 100g from table serving 30g with 16g available carbs and GL 12.,100,74,74,74,100,portion_100g,74,74,74,100,100,100
NONIND_0142,Wheat Bread,Wheatbread,Non-Indian reference food,slice,20,25,30,0.9,77.8,Henry et al. GI tables (non-Indian cohort),77.8,77.8,77.8,High,0.88,100,Original country: Thailand. Renamed generically for Indian audience.,100,77.8,77.8,77.8,100,portion_100g,77.8,77.8,77.8,100,100,100
T1_0291,Wheat Bread Einkorn Wheat,"Wheat bread, Einkorn (Triticum monococcum) wheat",Grains & staples,slice,20,25,30,0.9,71,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #291",71,71,71,High,0.92,100,Normalized to 100g from table serving 30g with 12g available carbs and GL 8.,100,71,71,71,100,portion_100g,71,71,71,100,100,100
NONIND_0689,Wheat Flour Bread,Wheatflourbread,Non-Indian reference food,slice,20,25,30,0.9,68.6,Henry et al. GI tables (non-Indian cohort),68.6,68.6,68.6,High,0.88,100,Original country: SriLanka. Renamed generically for Indian audience.,100,68.6,68.6,68.6,100,portion_100g,68.6,68.6,68.6,100,100,100
NONIND_0188,Wheat Flour Cookie,Wheatflourcookies(With0%Whole-,Non-Indian reference food,piece,11,15,19,0.75,52.1,Henry et al. GI tables (non-Indian cohort),52.1,52.1,52.1,High,0.88,100,Original country: Indonesia. Renamed generically for Indian audience.,100,52.1,52.1,52.1,100,portion_100g,52.1,52.1,52.1,100,100,100
NONIND_0033,Wheat Flour Muffin,Wheatflourmuffin,Non-Indian reference food,portion,105,150,195,0.5,74.4,Henry et al. GI tables (non-Indian cohort),19.69,19.69,19.69,Medium,0.88,26.46666667,Original country: Singapore. Renamed generically for Indian audience.,26.46666667,19.69,19.69,19.69,100,portion_100g,19.69,19.69,19.69,26.47,26.47,26.47
NONIND_0187,Wheat Flour Noodles,Wheatflournoodles,Non-Indian reference food,bowl,188,250,312,0.7,69.5,Henry et al. GI tables (non-Indian cohort),5.56,5.56,5.56,Low,0.88,8,Original country: Indonesia. Renamed generically for Indian audience.,8,5.56,5.56,5.56,100,portion_100g,5.56,5.56,5.56,8,8,8
NONIND_0582,Wheat Flour Roti,Wheatflourroti,Non-Indian reference food,piece,22,30,38,0.8,72,Henry et al. GI tables (non-Indian cohort),26.4,20.64,32.64,High,0.88,66.66666667,Original country: SriLanka. Renamed generically for Indian audience.,66.66666667,48,48,48,100,roti_chapati_piece_43_68g,26.4,20.64,32.64,36.67,28.67,45.33
T1_0609,Wheat Whole Kernels,"Wheat, whole kernels (Triticum aestivum) (India)14",Grains & staples,plate,120,150,180,0.55,30,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #609",15.2,15.2,15.2,Medium,0.92,50.66666667,Normalized to 100g from table serving 50g with 38g available carbs and GL 11.,50.66666667,15.2,15.2,15.2,100,portion_100g,15.2,15.2,15.2,50.67,50.67,50.67
IND_HENRY2021_662,Wheatbiscuits,Wheatbiscuits,Grains & staples,plate,120,150,180,0.55,57,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 75 g provides 50 g available carbs (table page 22).",25.35,25.35,25.35,High,0.9,44.46666667,Computed carbs per 100 g using study portion: 50 g available carbs in 75 g portion. GI SEM/SD reported: 11.4.,44.46666667,25.35,25.35,25.35,100,portion_100g,25.35,25.35,25.35,44.47,44.47,44.47
IND_HENRY2021_673,Wheatchapatti,Wheatchapatti,Grains & staples,plate,120,150,180,0.55,48.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h participants; portion 72.05 g provides 50 g available carbs (table page 23).",22.39,22.39,22.39,High,0.9,46.26666667,Computed carbs per 100 g using study portion: 50 g available carbs in 72.05 g portion. GI SEM/SD reported: 20.59.,46.26666667,22.39,22.39,22.39,100,portion_100g,22.39,22.39,22.39,46.27,46.27,46.27
IND_HENRY2021_674,Wheatchapatti Enriched with Carrotpowder,Wheatchapattienriched with carrotpowder,Grains & staples,plate,120,150,180,0.55,53.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h 15%carrotpowder participants; portion 72.22 g provides 50 g available carbs (table page 23).",24.68,24.68,24.68,High,0.9,46.13333333,Computed carbs per 100 g using study portion: 50 g available carbs in 72.22 g portion. GI SEM/SD reported: 16.91.,46.13333333,24.68,24.68,24.68,100,portion_100g,24.68,24.68,24.68,46.13,46.13,46.13
IND_HENRY2021_658,Wheat Coarse Semolina Upma,Wheatcoarsesemolinaupma,Grains & staples,katori,144,180,216,0.75,58,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 232 g provides 50 g available carbs (table page 22).",6.96,6.96,6.96,Low,0.9,12,Computed carbs per 100 g using study portion: 50 g available carbs in 232 g portion. GI SEM/SD reported: 6.85.,12,6.96,6.96,6.96,100,portion_100g,6.96,6.96,6.96,12,12,12
NONIND_0215,Wheatcrackers,Wheatcrackers,Non-Indian reference food,portion,105,150,195,0.5,78.1,Henry et al. GI tables (non-Indian cohort),10.41,10.41,10.41,Medium,0.88,13.33333333,Original country: Indonesia. Renamed generically for Indian audience.,13.33333333,10.41,10.41,10.41,100,portion_100g,10.41,10.41,10.41,13.33,13.33,13.33
IND_HENRY2021_659,Wheat Fine Semolina Upma,Wheatfinesemolinaupma,Grains & staples,katori,144,180,216,0.75,67,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 252 g provides 50 g available carbs (table page 22).",7.37,7.37,7.37,Low,0.9,11,Computed carbs per 100 g using study portion: 50 g available carbs in 252 g portion. GI SEM/SD reported: 10.8.,11,7.37,7.37,7.37,100,portion_100g,7.37,7.37,7.37,11,11,11
NONIND_0421,Wheat Noodle,Wheatnoodle(Dried),Non-Indian reference food,bowl,188,250,312,0.7,46,Henry et al. GI tables (non-Indian cohort),3.68,3.68,3.68,Low,0.88,8,Original country: China. Renamed generically for Indian audience.,8,3.68,3.68,3.68,100,portion_100g,3.68,3.68,3.68,8,8,8
NONIND_0417,Wheatpan Cake,Wheatpancake,Non-Indian reference food,piece,60,80,100,0.75,79.6,Henry et al. GI tables (non-Indian cohort),19.9,19.9,19.9,Medium,0.88,25,Original country: China. Renamed generically for Indian audience.,25,19.9,19.9,19.9,100,portion_100g,19.9,19.9,19.9,25,25,25
NONIND_0394,Wheatpan Cake,Wheatpancakes,Non-Indian reference food,piece,60,80,100,0.75,57,Henry et al. GI tables (non-Indian cohort),34.63,34.63,34.63,High,0.88,60.75,Original country: Korea. Renamed generically for Indian audience.,60.75,34.63,34.63,34.63,100,portion_100g,34.63,34.63,34.63,60.75,60.75,60.75
IND_HENRY2021_661,Wheat Pasta,Wheatpasta,Grains & staples,bowl,188,250,312,0.7,72,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 330 g provides 50 g available carbs (table page 22).",4.38,4.38,4.38,Low,0.92,6.08,Computed carbs per 100 g using study portion: 50 g available carbs in 330 g portion. GI SEM/SD reported: 6.51.,6.08,4.38,4.38,4.38,100,portion_100g,4.38,4.38,4.38,6.08,6.08,6.08
IND_HENRY2021_657,Wheat Roti,Wheatroti,Grains & staples,piece,22,30,38,0.8,64,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 119 g provides 50 g available carbs (table page 22).",35.2,27.52,43.52,High,0.92,100,Computed carbs per 100 g using study portion: 50 g available carbs in 119 g portion. GI SEM/SD reported: 9.24.,100,64,64,64,100,roti_chapati_piece_43_68g,35.2,27.52,43.52,55,43,68
NONIND_0128,Wheyproteindrink,Wheyproteindrink(Mesotropinplatinum,Non-Indian reference food,portion,105,150,195,0.5,-2,Henry et al. GI tables (non-Indian cohort),-1,-1,-1,NA,0.88,13.33333333,Original country: Malaysia. Renamed generically for Indian audience.,13.33333333,-1,-1,-1,100,portion_100g,-1,-1,-1,13.33,13.33,13.33
T1_0215,White Bread,white bread (sandwich) (Sandwich) (80% Wheat Flour + 20% Chickpea Flour),Grains & staples,slice,20,25,30,0.9,79,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #215",79,79,79,High,0.92,100,Normalized to 100g from table serving 30g with 12g available carbs and GL 9.,100,79,79,79,100,portion_100g,79,79,79,100,100,100
NONIND_0031,White Bread Gardeniabr and,Whitebread—Gardeniabrand,Non-Indian reference food,slice,20,25,30,0.9,83,Henry et al. GI tables (non-Indian cohort),83,83,83,High,0.88,100,Original country: Singapore. Renamed generically for Indian audience.,100,83,83,83,100,portion_100g,83,83,83,100,100,100
NONIND_0032,White Bread Gardeniabr and with Essenceof,Whitebread—Gardeniabrandwithessenceof,Non-Indian reference food,slice,20,25,30,0.9,56.9,Henry et al. GI tables (non-Indian cohort),56.9,56.9,56.9,High,0.88,100,Original country: Singapore. Renamed generically for Indian audience.,100,56.9,56.9,56.9,100,portion_100g,56.9,56.9,56.9,100,100,100
NONIND_0039,White Bread with Dairy Milk,Whitebread+Dairymilk,Non-Indian reference food,slice,20,25,30,0.9,74.3,Henry et al. GI tables (non-Indian cohort),148.6,148.6,148.6,High,0.88,100,Original country: Singapore. Renamed generically for Indian audience.,100,74.3,74.3,74.3,100,glass_200ml,148.6,148.6,148.6,200,200,200
T1_0214,White Bread with Fruit Fibre,white bread (sandwich) (Sandwich) (100% Wheat Flour) + 5% Fruit Fiber,Grains & staples,slice,20,25,30,0.9,76,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #214",76,76,76,High,0.92,100,Normalized to 100g from table serving 30g with 12g available carbs and GL 9.,100,76,76,76,100,portion_100g,76,76,76,100,100,100
T1_0213,White Bread with Pectin,white bread (sandwich) (Sandwich) (100% Wheat Flour) + 2% Pectin,Grains & staples,slice,20,25,30,0.9,85,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #213",85,85,85,High,0.92,100,Normalized to 100g from table serving 30g with 13g available carbs and GL 11.,100,85,85,85,100,portion_100g,85,85,85,100,100,100
NONIND_0054,White Bread with Rice Bransoy Milk,Whitebread+Ricebransoymilk(Rbs),Non-Indian reference food,slice,20,25,30,0.9,83.1,Henry et al. GI tables (non-Indian cohort),166.2,166.2,166.2,High,0.88,100,Original country: Singapore. Renamed generically for Indian audience.,100,83.1,83.1,83.1,100,glass_200ml,166.2,166.2,166.2,200,200,200
NONIND_0038,White Bread with Soy Milk,Whitebread+Soymilk,Non-Indian reference food,slice,20,25,30,0.9,77.2,Henry et al. GI tables (non-Indian cohort),154.4,154.4,154.4,High,0.88,100,Original country: Singapore. Renamed generically for Indian audience.,100,77.2,77.2,77.2,100,glass_200ml,154.4,154.4,154.4,200,200,200
NONIND_0055,White Bread with Sugar Freesoy Milk,Whitebread+Sugar-Freesoymilk(Sfs),Non-Indian reference food,slice,20,25,30,0.9,77.5,Henry et al. GI tables (non-Indian cohort),155,155,155,High,0.88,100,Original country: Singapore. Renamed generically for Indian audience.,100,77.5,77.5,77.5,100,glass_200ml,155,155,155,200,200,200
NONIND_0045,White Bun Filled with Red Bean Paste,Whitebunfilledwithredbeanpaste,Non-Indian reference food,portion,105,150,195,0.5,58,Henry et al. GI tables (non-Indian cohort),18.25,18.25,18.25,Medium,0.88,31.46666667,Original country: Singapore. Renamed generically for Indian audience.,31.46666667,18.25,18.25,18.25,100,portion_100g,18.25,18.25,18.25,31.47,31.47,31.47
IND_HENRY2021_672,White Ragi Flour Roti with Curry Leafpowder,Whiteragiflourroti + curryleafpowder (CLP),Grains & staples,piece,22,30,38,0.8,62.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 136; n=10 Healthy; ref food/time: Glucose/2h participants; portion 64.585 g provides 50 g available carbs (table page 23).",34.38,26.88,42.5,High,0.9,100,Computed carbs per 100 g using study portion: 50 g available carbs in 64.585 g portion. GI SEM/SD reported: 4.23.,100,62.5,62.5,62.5,100,roti_chapati_piece_43_68g,34.38,26.88,42.5,55,43,68
